,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
5548,no checking,24.0,existing paid,radio/tv,1278.0,<100,>=7,4.0,male single,none,1.0,real estate,36.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5549,<0,24.0,critical/order existing credit,used car,2957.0,<100,>=7,4.0,male single,none,4.0,life insurance,63.0,stores,own,2.0,skilled,1.0,yes,yes,good
5550,no checking,36.0,no credits/all paid,repairs,2613.0,<100,1<=X<4,4.0,male single,none,2.0,car,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5551,0<=X<200,18.0,existing paid,business,1913.0,>=1000,<1,3.0,male mar/wid,none,3.0,real estate,36.0,bank,own,1.0,skilled,1.0,yes,yes,good
5552,no checking,36.0,existing paid,radio/tv,3835.0,no known savings,>=7,2.0,female div/dep/mar,none,4.0,real estate,45.0,stores,own,1.0,unskilled resident,1.0,yes,yes,good
5553,>=200,6.0,existing paid,furniture/equipment,2116.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,41.0,stores,own,1.0,skilled,1.0,yes,yes,good
5554,no checking,14.0,delayed previously,new car,802.0,<100,1<=X<4,4.0,male single,none,2.0,car,27.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
5555,no checking,18.0,existing paid,furniture/equipment,2515.0,<100,1<=X<4,3.0,male single,none,4.0,real estate,43.0,stores,own,1.0,skilled,1.0,yes,yes,good
5556,0<=X<200,9.0,critical/order existing credit,radio/tv,1154.0,<100,>=7,2.0,male single,none,4.0,real estate,37.0,stores,own,3.0,unskilled resident,1.0,none,yes,good
5557,0<=X<200,30.0,delayed previously,business,2503.0,100<=X<500,>=7,4.0,male single,none,2.0,life insurance,41.0,,own,2.0,skilled,1.0,none,yes,good
5558,<0,12.0,existing paid,furniture/equipment,708.0,<100,1<=X<4,2.0,male single,guarantor,3.0,life insurance,38.0,stores,own,1.0,unskilled resident,2.0,none,yes,good
5559,>=200,12.0,all paid,radio/tv,409.0,>=1000,1<=X<4,3.0,female div/dep/mar,none,3.0,real estate,42.0,stores,rent,2.0,skilled,1.0,none,yes,good
5560,no checking,48.0,critical/order existing credit,used car,2751.0,no known savings,>=7,4.0,male single,none,3.0,car,38.0,stores,own,2.0,skilled,2.0,yes,yes,good
5561,<0,30.0,critical/order existing credit,used car,10623.0,<100,>=7,3.0,male single,none,4.0,no known property,38.0,stores,for free,3.0,high qualif/self emp/mgmt,2.0,yes,yes,good
5562,no checking,21.0,critical/order existing credit,furniture/equipment,2288.0,<100,<1,4.0,female div/dep/mar,none,4.0,life insurance,23.0,stores,own,1.0,skilled,1.0,yes,yes,good
5563,0<=X<200,24.0,delayed previously,business,4712.0,no known savings,1<=X<4,4.0,male single,none,2.0,life insurance,37.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5564,no checking,36.0,delayed previously,new car,10875.0,<100,>=7,2.0,male single,none,2.0,car,45.0,stores,own,2.0,skilled,2.0,yes,yes,good
5565,<0,12.0,existing paid,new car,3651.0,>=1000,1<=X<4,1.0,male single,none,3.0,life insurance,31.0,stores,own,1.0,skilled,2.0,none,yes,good
5566,>=200,15.0,critical/order existing credit,used car,2360.0,500<=X<10000,1<=X<4,2.0,male single,none,2.0,car,36.0,stores,own,1.0,skilled,1.0,yes,yes,good
5567,no checking,24.0,existing paid,retraining,937.0,<100,<1,4.0,male mar/wid,none,3.0,car,27.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
5568,no checking,21.0,delayed previously,furniture/equipment,1591.0,100<=X<500,4<=X<7,4.0,male single,none,3.0,real estate,34.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,none,yes,good
5569,<0,6.0,critical/order existing credit,radio/tv,338.0,500<=X<10000,>=7,4.0,male single,none,4.0,car,52.0,stores,own,2.0,skilled,1.0,none,yes,good
5570,no checking,9.0,existing paid,business,1449.0,<100,4<=X<7,3.0,female div/dep/mar,none,2.0,car,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5571,0<=X<200,18.0,existing paid,business,2622.0,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,34.0,stores,own,1.0,skilled,1.0,none,yes,good
5572,0<=X<200,36.0,delayed previously,new car,2862.0,100<=X<500,>=7,4.0,male single,none,3.0,no known property,30.0,stores,for free,1.0,skilled,1.0,none,yes,good
5573,no checking,15.0,delayed previously,furniture/equipment,960.0,>=1000,4<=X<7,3.0,female div/dep/mar,none,2.0,life insurance,30.0,stores,own,2.0,skilled,1.0,none,yes,good
5574,no checking,24.0,delayed previously,new car,717.0,no known savings,>=7,4.0,male mar/wid,none,4.0,car,54.0,stores,own,2.0,skilled,1.0,yes,yes,good
5575,>=200,12.0,existing paid,furniture/equipment,1424.0,no known savings,>=7,3.0,female div/dep/mar,none,4.0,real estate,55.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5576,0<=X<200,15.0,existing paid,radio/tv,1444.0,no known savings,<1,4.0,male single,none,1.0,life insurance,23.0,stores,own,1.0,skilled,1.0,none,yes,good
5577,no checking,60.0,existing paid,radio/tv,10144.0,100<=X<500,4<=X<7,2.0,female div/dep/mar,none,4.0,real estate,21.0,stores,own,1.0,skilled,1.0,yes,yes,good
5578,no checking,54.0,no credits/all paid,used car,9436.0,no known savings,1<=X<4,2.0,male single,none,2.0,life insurance,39.0,stores,own,1.0,unskilled resident,2.0,none,yes,good
5579,0<=X<200,9.0,existing paid,radio/tv,790.0,500<=X<10000,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,66.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5580,no checking,12.0,critical/order existing credit,radio/tv,2331.0,no known savings,>=7,1.0,male single,co applicant,4.0,real estate,49.0,stores,own,1.0,skilled,1.0,yes,yes,good
5581,no checking,24.0,critical/order existing credit,education,1927.0,no known savings,1<=X<4,3.0,female div/dep/mar,none,2.0,car,33.0,stores,own,2.0,skilled,1.0,yes,yes,good
5582,<0,48.0,existing paid,education,7476.0,<100,4<=X<7,4.0,male single,none,1.0,no known property,50.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5583,no checking,12.0,critical/order existing credit,business,1412.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,2.0,real estate,29.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5584,no checking,15.0,critical/order existing credit,radio/tv,1471.0,<100,1<=X<4,4.0,male single,none,4.0,no known property,35.0,stores,for free,2.0,skilled,1.0,yes,yes,good
5585,no checking,36.0,existing paid,radio/tv,3835.0,no known savings,>=7,2.0,female div/dep/mar,none,4.0,real estate,45.0,stores,own,1.0,unskilled resident,1.0,yes,yes,good
5586,<0,18.0,existing paid,furniture/equipment,3650.0,<100,<1,1.0,female div/dep/mar,none,4.0,car,22.0,stores,rent,1.0,skilled,1.0,none,yes,good
5587,0<=X<200,9.0,critical/order existing credit,furniture/equipment,1919.0,<100,4<=X<7,4.0,male single,none,3.0,car,35.0,stores,rent,1.0,skilled,1.0,yes,yes,good
5588,<0,6.0,critical/order existing credit,furniture/equipment,1872.0,<100,unemployed,4.0,male single,none,4.0,no known property,36.0,stores,for free,3.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5589,<0,15.0,existing paid,furniture/equipment,1845.0,<100,<1,4.0,female div/dep/mar,guarantor,1.0,life insurance,46.0,stores,rent,1.0,skilled,1.0,none,yes,good
5590,no checking,24.0,delayed previously,new car,717.0,no known savings,>=7,4.0,male mar/wid,none,4.0,car,54.0,stores,own,2.0,skilled,1.0,yes,yes,good
5591,0<=X<200,18.0,existing paid,radio/tv,3213.0,500<=X<10000,<1,1.0,male mar/wid,none,3.0,real estate,25.0,stores,rent,1.0,skilled,1.0,none,yes,good
5592,<0,24.0,critical/order existing credit,business,1382.0,100<=X<500,4<=X<7,4.0,male single,none,1.0,real estate,26.0,stores,own,2.0,skilled,1.0,yes,yes,good
5593,no checking,24.0,existing paid,retraining,937.0,<100,<1,4.0,male mar/wid,none,3.0,car,27.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
5594,no checking,12.0,critical/order existing credit,business,1264.0,no known savings,>=7,4.0,male single,none,4.0,no known property,57.0,stores,rent,1.0,unskilled resident,1.0,none,yes,good
5595,no checking,18.0,existing paid,new car,1820.0,<100,1<=X<4,2.0,male mar/wid,none,2.0,life insurance,30.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5596,no checking,24.0,critical/order existing credit,radio/tv,1851.0,<100,4<=X<7,4.0,male mar/wid,guarantor,2.0,car,33.0,stores,own,2.0,skilled,1.0,yes,yes,good
5597,no checking,33.0,critical/order existing credit,used car,7253.0,<100,4<=X<7,3.0,male single,none,2.0,car,35.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5598,no checking,12.0,critical/order existing credit,radio/tv,618.0,<100,>=7,4.0,male single,none,4.0,real estate,56.0,stores,own,1.0,skilled,1.0,none,yes,good
5599,no checking,12.0,existing paid,radio/tv,3059.0,>=1000,4<=X<7,2.0,male div/sep,none,4.0,real estate,61.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5600,no checking,24.0,critical/order existing credit,furniture/equipment,3777.0,>=1000,1<=X<4,4.0,male single,none,4.0,real estate,50.0,stores,own,1.0,skilled,1.0,yes,yes,good
5601,no checking,24.0,delayed previously,business,2978.0,no known savings,1<=X<4,4.0,male single,none,4.0,real estate,32.0,stores,own,2.0,skilled,2.0,yes,yes,good
5602,0<=X<200,14.0,existing paid,business,1410.0,500<=X<10000,>=7,1.0,male mar/wid,none,2.0,real estate,35.0,stores,own,1.0,skilled,1.0,yes,yes,good
5603,no checking,30.0,existing paid,radio/tv,1867.0,no known savings,>=7,4.0,male single,none,4.0,car,58.0,stores,own,1.0,skilled,1.0,yes,yes,good
5604,<0,12.0,critical/order existing credit,radio/tv,385.0,<100,4<=X<7,4.0,female div/dep/mar,none,3.0,real estate,58.0,stores,own,4.0,unskilled resident,1.0,yes,yes,good
5605,0<=X<200,18.0,existing paid,business,2622.0,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,34.0,stores,own,1.0,skilled,1.0,none,yes,good
5606,<0,8.0,critical/order existing credit,new car,3398.0,<100,4<=X<7,1.0,male single,none,4.0,real estate,39.0,stores,own,2.0,unskilled resident,1.0,none,no,good
5607,0<=X<200,9.0,existing paid,business,1391.0,<100,1<=X<4,2.0,male mar/wid,none,1.0,real estate,27.0,bank,own,1.0,skilled,1.0,yes,yes,good
5608,no checking,24.0,existing paid,used car,9277.0,no known savings,1<=X<4,2.0,male div/sep,none,4.0,no known property,48.0,stores,for free,1.0,skilled,1.0,yes,yes,good
5609,>=200,12.0,delayed previously,new car,2247.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,36.0,,own,2.0,skilled,1.0,yes,yes,good
5610,no checking,12.0,all paid,retraining,3447.0,500<=X<10000,1<=X<4,4.0,female div/dep/mar,none,3.0,real estate,35.0,stores,own,1.0,unskilled resident,2.0,none,yes,good
5611,no checking,36.0,no credits/all paid,repairs,2613.0,<100,1<=X<4,4.0,male single,none,2.0,car,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5612,no checking,24.0,critical/order existing credit,used car,6842.0,no known savings,1<=X<4,2.0,male single,none,4.0,life insurance,46.0,stores,own,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
5613,no checking,36.0,existing paid,used car,4686.0,<100,1<=X<4,2.0,male single,none,2.0,no known property,32.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5614,no checking,7.0,critical/order existing credit,radio/tv,730.0,no known savings,>=7,4.0,male single,none,2.0,life insurance,46.0,stores,rent,2.0,unskilled resident,1.0,yes,yes,good
5615,<0,24.0,existing paid,used car,6579.0,<100,unemployed,4.0,male single,none,2.0,no known property,29.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5616,<0,12.0,existing paid,furniture/equipment,1289.0,<100,1<=X<4,4.0,male single,guarantor,1.0,life insurance,21.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5617,0<=X<200,20.0,no credits/all paid,used car,6148.0,100<=X<500,>=7,3.0,male mar/wid,none,4.0,car,31.0,bank,own,2.0,skilled,1.0,yes,yes,good
5618,no checking,48.0,delayed previously,radio/tv,7238.0,no known savings,>=7,3.0,male single,none,3.0,car,32.0,bank,own,2.0,skilled,2.0,none,yes,good
5619,no checking,36.0,existing paid,new car,909.0,500<=X<10000,>=7,4.0,male single,none,4.0,life insurance,36.0,stores,own,1.0,skilled,1.0,none,yes,good
5620,<0,15.0,existing paid,business,806.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,life insurance,22.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5621,>=200,15.0,critical/order existing credit,used car,2360.0,500<=X<10000,1<=X<4,2.0,male single,none,2.0,car,36.0,stores,own,1.0,skilled,1.0,yes,yes,good
5622,no checking,60.0,critical/order existing credit,new car,13756.0,no known savings,>=7,2.0,male single,none,4.0,no known property,63.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5623,no checking,11.0,existing paid,business,2142.0,>=1000,>=7,1.0,male div/sep,none,2.0,real estate,28.0,stores,own,1.0,skilled,1.0,yes,yes,good
5624,no checking,12.0,critical/order existing credit,furniture/equipment,3331.0,<100,>=7,2.0,male single,none,4.0,life insurance,42.0,,own,1.0,skilled,1.0,none,yes,good
5625,no checking,24.0,existing paid,used car,3488.0,100<=X<500,4<=X<7,3.0,female div/dep/mar,none,4.0,car,23.0,stores,own,1.0,skilled,1.0,none,yes,good
5626,0<=X<200,18.0,existing paid,business,2622.0,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,34.0,stores,own,1.0,skilled,1.0,none,yes,good
5627,0<=X<200,18.0,existing paid,radio/tv,3213.0,500<=X<10000,<1,1.0,male mar/wid,none,3.0,real estate,25.0,stores,rent,1.0,skilled,1.0,none,yes,good
5628,no checking,6.0,all paid,new car,783.0,no known savings,1<=X<4,1.0,male single,guarantor,2.0,real estate,26.0,,own,1.0,unskilled resident,2.0,none,yes,good
5629,no checking,6.0,critical/order existing credit,radio/tv,700.0,no known savings,>=7,4.0,male single,none,4.0,no known property,36.0,stores,for free,2.0,skilled,1.0,none,yes,good
5630,no checking,12.0,existing paid,radio/tv,1262.0,<100,1<=X<4,3.0,male single,none,2.0,car,25.0,stores,own,1.0,skilled,1.0,none,yes,good
5631,0<=X<200,18.0,existing paid,radio/tv,866.0,<100,1<=X<4,4.0,male mar/wid,guarantor,2.0,real estate,25.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5632,0<=X<200,12.0,existing paid,radio/tv,1092.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,4.0,real estate,49.0,stores,own,2.0,skilled,1.0,yes,yes,good
5633,>=200,15.0,existing paid,education,1905.0,<100,>=7,4.0,male single,none,4.0,car,40.0,stores,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5634,no checking,24.0,existing paid,new car,7393.0,<100,1<=X<4,1.0,male single,none,4.0,life insurance,43.0,stores,own,1.0,unskilled resident,2.0,none,yes,good
5635,0<=X<200,24.0,delayed previously,furniture/equipment,2333.0,no known savings,<1,4.0,male single,none,2.0,life insurance,29.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
5636,no checking,39.0,existing paid,used car,8588.0,100<=X<500,>=7,4.0,male single,none,2.0,car,45.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5637,<0,24.0,existing paid,business,6568.0,<100,1<=X<4,2.0,male mar/wid,none,2.0,car,21.0,,own,1.0,unskilled resident,1.0,none,yes,good
5638,no checking,12.0,critical/order existing credit,new car,682.0,100<=X<500,4<=X<7,4.0,female div/dep/mar,none,3.0,car,51.0,stores,own,2.0,skilled,1.0,yes,yes,good
5639,>=200,10.0,critical/order existing credit,radio/tv,1347.0,no known savings,4<=X<7,4.0,male single,none,2.0,life insurance,27.0,stores,own,2.0,skilled,1.0,yes,yes,good
5640,0<=X<200,21.0,critical/order existing credit,business,3652.0,<100,4<=X<7,2.0,male single,none,3.0,life insurance,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5641,0<=X<200,15.0,critical/order existing credit,radio/tv,1537.0,no known savings,>=7,4.0,male single,guarantor,4.0,real estate,50.0,stores,own,2.0,skilled,1.0,yes,yes,good
5642,<0,36.0,existing paid,other,15857.0,<100,unemployed,2.0,male div/sep,co applicant,3.0,car,43.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
5643,>=200,9.0,existing paid,radio/tv,1126.0,100<=X<500,>=7,2.0,male div/sep,none,4.0,real estate,49.0,stores,own,1.0,skilled,1.0,none,yes,good
5644,<0,12.0,critical/order existing credit,used car,1409.0,<100,>=7,4.0,male single,none,3.0,real estate,54.0,stores,own,1.0,skilled,1.0,none,yes,good
5645,no checking,24.0,existing paid,radio/tv,3235.0,500<=X<10000,>=7,3.0,male div/sep,none,2.0,car,26.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5646,0<=X<200,18.0,delayed previously,new car,2899.0,no known savings,>=7,4.0,male single,none,4.0,car,43.0,stores,own,1.0,skilled,2.0,none,yes,good
5647,no checking,24.0,existing paid,radio/tv,1901.0,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,29.0,stores,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5648,no checking,15.0,existing paid,radio/tv,1213.0,500<=X<10000,>=7,4.0,male single,none,3.0,life insurance,47.0,,own,1.0,skilled,1.0,yes,yes,good
5649,no checking,5.0,existing paid,business,3448.0,<100,4<=X<7,1.0,male single,none,4.0,real estate,74.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5650,0<=X<200,12.0,existing paid,radio/tv,625.0,<100,<1,4.0,male mar/wid,guarantor,1.0,real estate,26.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
5651,no checking,24.0,existing paid,used car,2679.0,<100,<1,4.0,female div/dep/mar,none,1.0,no known property,29.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5652,<0,6.0,existing paid,furniture/equipment,428.0,<100,>=7,2.0,female div/dep/mar,none,1.0,life insurance,49.0,bank,own,1.0,skilled,1.0,yes,yes,good
5653,0<=X<200,12.0,existing paid,retraining,754.0,no known savings,>=7,4.0,male single,none,4.0,life insurance,38.0,stores,own,2.0,skilled,1.0,none,yes,good
5654,no checking,36.0,existing paid,business,7409.0,no known savings,>=7,3.0,male single,none,2.0,life insurance,37.0,stores,own,2.0,skilled,1.0,none,yes,good
5655,<0,18.0,delayed previously,education,8471.0,no known savings,1<=X<4,1.0,female div/dep/mar,none,2.0,car,23.0,stores,rent,2.0,skilled,1.0,yes,yes,good
5656,no checking,30.0,critical/order existing credit,used car,7596.0,no known savings,>=7,1.0,male single,none,4.0,car,63.0,stores,own,2.0,skilled,1.0,none,yes,good
5657,no checking,30.0,existing paid,radio/tv,1867.0,no known savings,>=7,4.0,male single,none,4.0,car,58.0,stores,own,1.0,skilled,1.0,yes,yes,good
5658,0<=X<200,12.0,existing paid,retraining,754.0,no known savings,>=7,4.0,male single,none,4.0,life insurance,38.0,stores,own,2.0,skilled,1.0,none,yes,good
5659,0<=X<200,20.0,existing paid,used car,6468.0,no known savings,unemployed,1.0,male div/sep,none,4.0,real estate,60.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5660,0<=X<200,36.0,existing paid,education,3711.0,no known savings,1<=X<4,2.0,male mar/wid,none,2.0,car,27.0,stores,own,1.0,skilled,1.0,none,yes,good
5661,<0,20.0,existing paid,furniture/equipment,2212.0,no known savings,4<=X<7,4.0,male single,none,4.0,car,39.0,stores,own,1.0,skilled,1.0,yes,yes,good
5662,no checking,24.0,delayed previously,business,2978.0,no known savings,1<=X<4,4.0,male single,none,4.0,real estate,32.0,stores,own,2.0,skilled,2.0,yes,yes,good
5663,0<=X<200,15.0,existing paid,radio/tv,1444.0,no known savings,<1,4.0,male single,none,1.0,life insurance,23.0,stores,own,1.0,skilled,1.0,none,yes,good
5664,no checking,24.0,critical/order existing credit,new car,1287.0,>=1000,>=7,4.0,female div/dep/mar,none,4.0,real estate,37.0,stores,own,2.0,skilled,1.0,yes,yes,good
5665,no checking,24.0,all paid,business,1559.0,<100,4<=X<7,4.0,male single,none,4.0,car,50.0,bank,own,1.0,skilled,1.0,yes,yes,good
5666,no checking,30.0,critical/order existing credit,radio/tv,3077.0,no known savings,>=7,3.0,male single,none,2.0,car,40.0,stores,own,2.0,skilled,2.0,yes,yes,good
5667,no checking,24.0,critical/order existing credit,furniture/equipment,2028.0,<100,4<=X<7,2.0,male single,none,2.0,life insurance,30.0,stores,own,2.0,unskilled resident,1.0,none,yes,good
5668,no checking,24.0,existing paid,radio/tv,1311.0,100<=X<500,4<=X<7,4.0,male mar/wid,none,3.0,life insurance,26.0,stores,own,1.0,skilled,1.0,yes,yes,good
